Unique Key,Created Date,Closed Date,Agency,Complaint Type,Descriptor,Location Type,Incident Zip,Borough,Status,Resolution Description
578,05/26/2023 12:00:00 AM,12/19/2023 12:00:00 AM,DOB,Street Condition,Descriptor for Street Light Condition,Street/Sidewalk,10003,MANHATTAN,Pending,Resolution for complaint 577
579,09/21/2023 12:00:00 AM,12/08/2023 12:00:00 AM,DOT,Sanitation Condition,Descriptor for Paint/Plaster,Street/Sidewalk,11201,STATEN ISLAND,Open,Resolution for complaint 578
580,12/06/2023 12:00:00 AM,06/21/2023 12:00:00 AM,DEP,Heat/Hot Water,Descriptor for Heat/Hot Water,Commercial Building,10451,MANHATTAN,Open,Resolution for complaint 579
581,11/21/2023 12:00:00 AM,,DPR,Street Light Condition,Descriptor for Graffiti,Street/Sidewalk,10003,BRONX,Pending,Resolution for complaint 580
582,11/14/2023 12:00:00 AM,08/18/2023 12:00:00 AM,FDNY,Noise - Residential,Descriptor for Water System,Residential Building,11372,MANHATTAN,Open,Resolution for complaint 581
583,06/21/2023 12:00:00 AM,11/24/2023 12:00:00 AM,DSNY,Graffiti,Descriptor for Air Quality,Commercial Building,11201,STATEN ISLAND,Pending,Resolution for complaint 582
584,02/17/2023 12:00:00 AM,09/15/2023 12:00:00 AM,DOB,Noise - Residential,Descriptor for Illegal Parking,Street/Sidewalk,10003,QUEENS,Open,Resolution for complaint 583
585,05/01/2023 12:00:00 AM,01/07/2023 12:00:00 AM,NYPD,Blocked Driveway,Descriptor for Traffic Signal Condition,Residential Building,10451,BROOKLYN,In Progress,Resolution for complaint 584
586,12/11/2023 12:00:00 AM,,HPD,Heat/Hot Water,Descriptor for Noise - Residential,Residential Building,11372,BRONX,Closed,Resolution for complaint 585
587,06/08/2023 12:00:00 AM,03/05/2023 12:00:00 AM,FDNY,Rodent,Descriptor for Illegal Parking,Park/Playground,10301,BROOKLYN,Closed,Resolution for complaint 586
588,04/26/2023 12:00:00 AM,08/08/2023 12:00:00 AM,FDNY,Blocked Driveway,Descriptor for Traffic Signal Condition,Street/Sidewalk,10002,STATEN ISLAND,Pending,Resolution for complaint 587
589,04/12/2023 12:00:00 AM,11/14/2023 12:00:00 AM,DEP,Water System,Descriptor for Noise - Residential,Residential Building,10002,MANHATTAN,Closed,Resolution for complaint 588
590,03/17/2023 12:00:00 AM,,DOT,Heat/Hot Water,Descriptor for Traffic Signal Condition,School,10003,BRONX,In Progress,Resolution for complaint 589
591,01/13/2023 12:00:00 AM,,DEP,Sanitation Condition,Descriptor for Graffiti,Residential Building,11215,BRONX,In Progress,
592,01/24/2023 12:00:00 AM,04/14/2023 12:00:00 AM,DPR,Water System,Descriptor for Blocked Driveway,Residential Building,10002,QUEENS,Open,
593,05/06/2023 12:00:00 AM,,DOB,Noise - Residential,Descriptor for Noise - Residential,Park/Playground,10003,MANHATTAN,Pending,Resolution for complaint 592
594,09/01/2023 12:00:00 AM,,NYPD,Rodent,Descriptor for Graffiti,School,11201,STATEN ISLAND,Closed,Resolution for complaint 593
595,11/09/2023 12:00:00 AM,,NYPD,Heat/Hot Water,Descriptor for Noise - Residential,Park/Playground,10001,STATEN ISLAND,Closed,Resolution for complaint 594
596,02/07/2023 12:00:00 AM,11/03/2023 12:00:00 AM,FDNY,Paint/Plaster,Descriptor for Street Condition,Residential Building,10001,STATEN ISLAND,Open,Resolution for complaint 595
597,08/22/2023 12:00:00 AM,08/16/2023 12:00:00 AM,DOB,Noise - Residential,Descriptor for Building/Use,Street/Sidewalk,10451,STATEN ISLAND,Closed,Resolution for complaint 596
598,08/01/2023 12:00:00 AM,06/18/2023 12:00:00 AM,DSNY,Blocked Driveway,Descriptor for Air Quality,Park/Playground,10003,QUEENS,Closed,Resolution for complaint 597
599,11/19/2023 12:00:00 AM,,DEP,Rodent,Descriptor for Sanitation Condition,Street/Sidewalk,11201,BRONX,In Progress,Resolution for complaint 598
600,10/22/2023 12:00:00 AM,01/21/2023 12:00:00 AM,DPR,Water System,Descriptor for Street Light Condition,Commercial Building,10002,STATEN ISLAND,Pending,Resolution for complaint 599
601,04/10/2023 12:00:00 AM,08/01/2023 12:00:00 AM,DEP,Plumbing,Descriptor for Plumbing,School,11201,BRONX,Closed,
602,12/23/2023 12:00:00 AM,05/28/2023 12:00:00 AM,FDNY,Heat/Hot Water,Descriptor for Blocked Driveway,Residential Building,10003,QUEENS,Pending,
603,07/16/2023 12:00:00 AM,04/28/2023 12:00:00 AM,FDNY,Plumbing,Descriptor for Plumbing,Residential Building,11215,BROOKLYN,Closed,Resolution for complaint 602
604,09/11/2023 12:00:00 AM,06/19/2023 12:00:00 AM,DOB,Street Light Condition,Descriptor for Air Quality,Commercial Building,11372,MANHATTAN,Open,Resolution for complaint 603
605,07/24/2023 12:00:00 AM,04/16/2023 12:00:00 AM,NYPD,Rodent,Descriptor for Noise - Residential,Street/Sidewalk,10002,MANHATTAN,In Progress,Resolution for complaint 604
606,05/05/2023 12:00:00 AM,12/07/2023 12:00:00 AM,DOB,Paint/Plaster,Descriptor for Paint/Plaster,Residential Building,10451,QUEENS,In Progress,
607,03/17/2023 12:00:00 AM,12/18/2023 12:00:00 AM,NYPD,Rodent,Descriptor for Noise - Residential,Street/Sidewalk,10301,QUEENS,Open,Resolution for complaint 606
608,12/02/2023 12:00:00 AM,04/24/2023 12:00:00 AM,FDNY,Paint/Plaster,Descriptor for Street Light Condition,School,10002,QUEENS,Closed,Resolution for complaint 607
609,12/19/2023 12:00:00 AM,07/15/2023 12:00:00 AM,DSNY,Street Light Condition,Descriptor for Blocked Driveway,Park/Playground,10301,MANHATTAN,Closed,Resolution for complaint 608
610,01/03/2023 12:00:00 AM,04/04/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Street Light Condition,Residential Building,10301,BRONX,Closed,Resolution for complaint 609
611,02/24/2023 12:00:00 AM,01/04/2023 12:00:00 AM,NYPD,Street Light Condition,Descriptor for Graffiti,Street/Sidewalk,10451,QUEENS,In Progress,
612,08/06/2023 12:00:00 AM,,DSNY,Illegal Parking,Descriptor for Water System,Street/Sidewalk,10002,BROOKLYN,Closed,
613,04/23/2023 12:00:00 AM,04/09/2023 12:00:00 AM,DEP,Blocked Driveway,Descriptor for Paint/Plaster,Street/Sidewalk,10451,BROOKLYN,Pending,Resolution for complaint 612
614,04/01/2023 12:00:00 AM,,NYPD,Air Quality,Descriptor for Water System,Street/Sidewalk,10001,STATEN ISLAND,Open,Resolution for complaint 613
615,12/23/2023 12:00:00 AM,04/15/2023 12:00:00 AM,FDNY,Heat/Hot Water,Descriptor for Rodent,School,10301,STATEN ISLAND,Closed,Resolution for complaint 614
616,09/23/2023 12:00:00 AM,,DPR,Water System,Descriptor for Building/Use,Park/Playground,10002,BROOKLYN,Closed,Resolution for complaint 615
617,08/26/2023 12:00:00 AM,,DSNY,Traffic Signal Condition,Descriptor for Street Condition,Residential Building,10002,STATEN ISLAND,Pending,Resolution for complaint 616
618,01/26/2023 12:00:00 AM,04/15/2023 12:00:00 AM,DEP,Traffic Signal Condition,Descriptor for Graffiti,Commercial Building,10301,STATEN ISLAND,Open,Resolution for complaint 617
619,10/13/2023 12:00:00 AM,,DOT,Traffic Signal Condition,Descriptor for Street Light Condition,Residential Building,10003,BROOKLYN,Closed,Resolution for complaint 618
620,05/08/2023 12:00:00 AM,,DOB,Paint/Plaster,Descriptor for Paint/Plaster,Street/Sidewalk,10003,BRONX,Closed,
621,03/04/2023 12:00:00 AM,06/09/2023 12:00:00 AM,DPR,Building/Use,Descriptor for Traffic Signal Condition,Commercial Building,11201,BRONX,Open,Resolution for complaint 620
622,08/22/2023 12:00:00 AM,,DOT,Graffiti,Descriptor for Rodent,Commercial Building,11201,MANHATTAN,Closed,Resolution for complaint 621
623,03/10/2023 12:00:00 AM,,DSNY,Building/Use,Descriptor for Sanitation Condition,Commercial Building,11372,MANHATTAN,In Progress,Resolution for complaint 622
624,08/26/2023 12:00:00 AM,11/07/2023 12:00:00 AM,DPR,Noise - Residential,Descriptor for Rodent,Street/Sidewalk,10002,STATEN ISLAND,Open,Resolution for complaint 623
625,12/08/2023 12:00:00 AM,,FDNY,Illegal Parking,Descriptor for Building/Use,Street/Sidewalk,11201,BRONX,Pending,Resolution for complaint 624
626,09/29/2023 12:00:00 AM,,NYPD,Street Light Condition,Descriptor for Rodent,Commercial Building,11201,QUEENS,Pending,Resolution for complaint 625
627,10/14/2023 12:00:00 AM,11/22/2023 12:00:00 AM,NYPD,Blocked Driveway,Descriptor for Traffic Signal Condition,School,11372,MANHATTAN,Closed,Resolution for complaint 626
628,11/01/2023 12:00:00 AM,,DOB,Noise - Residential,Descriptor for Blocked Driveway,Street/Sidewalk,11201,STATEN ISLAND,Pending,Resolution for complaint 627
629,06/12/2023 12:00:00 AM,09/04/2023 12:00:00 AM,DEP,Water System,Descriptor for Heat/Hot Water,Street/Sidewalk,10002,STATEN ISLAND,Closed,Resolution for complaint 628
630,08/15/2023 12:00:00 AM,,NYPD,Illegal Parking,Descriptor for Illegal Parking,Commercial Building,11372,BRONX,Closed,Resolution for complaint 629
631,11/10/2023 12:00:00 AM,07/23/2023 12:00:00 AM,DEP,Street Light Condition,Descriptor for Blocked Driveway,Street/Sidewalk,11201,STATEN ISLAND,In Progress,Resolution for complaint 630
632,09/16/2023 12:00:00 AM,08/30/2023 12:00:00 AM,FDNY,Water System,Descriptor for Paint/Plaster,Residential Building,11372,BROOKLYN,In Progress,Resolution for complaint 631
633,08/07/2023 12:00:00 AM,09/16/2023 12:00:00 AM,DOB,Street Light Condition,Descriptor for Illegal Parking,Street/Sidewalk,10451,STATEN ISLAND,Pending,Resolution for complaint 632
634,10/08/2023 12:00:00 AM,08/10/2023 12:00:00 AM,FDNY,Paint/Plaster,Descriptor for Rodent,Street/Sidewalk,10003,BRONX,Closed,Resolution for complaint 633
635,08/17/2023 12:00:00 AM,09/04/2023 12:00:00 AM,NYPD,Water System,Descriptor for Heat/Hot Water,Street/Sidewalk,10301,QUEENS,Pending,
636,03/23/2023 12:00:00 AM,,HPD,Illegal Parking,Descriptor for Graffiti,Residential Building,10003,BRONX,Closed,Resolution for complaint 635
637,09/01/2023 12:00:00 AM,02/12/2023 12:00:00 AM,FDNY,Sanitation Condition,Descriptor for Street Condition,Residential Building,11215,MANHATTAN,Pending,Resolution for complaint 636
638,08/19/2023 12:00:00 AM,06/03/2023 12:00:00 AM,DOT,Illegal Parking,Descriptor for Blocked Driveway,Residential Building,11372,STATEN ISLAND,In Progress,Resolution for complaint 637
639,05/13/2023 12:00:00 AM,03/20/2023 12:00:00 AM,FDNY,Water System,Descriptor for Blocked Driveway,Residential Building,10001,STATEN ISLAND,Pending,Resolution for complaint 638
640,05/07/2023 12:00:00 AM,03/31/2023 12:00:00 AM,DSNY,Water System,Descriptor for Traffic Signal Condition,Street/Sidewalk,11215,STATEN ISLAND,In Progress,Resolution for complaint 639
641,11/23/2023 12:00:00 AM,,DEP,Blocked Driveway,Descriptor for Air Quality,Street/Sidewalk,10001,BRONX,Closed,Resolution for complaint 640
642,05/22/2023 12:00:00 AM,08/21/2023 12:00:00 AM,DPR,Heat/Hot Water,Descriptor for Building/Use,Park/Playground,11215,BROOKLYN,Closed,Resolution for complaint 641
643,09/24/2023 12:00:00 AM,,NYPD,Noise - Residential,Descriptor for Illegal Parking,School,10002,BROOKLYN,Open,Resolution for complaint 642
644,09/06/2023 12:00:00 AM,09/04/2023 12:00:00 AM,DOT,Plumbing,Descriptor for Blocked Driveway,School,11215,MANHATTAN,Pending,Resolution for complaint 643
645,11/17/2023 12:00:00 AM,,FDNY,Street Condition,Descriptor for Blocked Driveway,Street/Sidewalk,10301,BRONX,Open,
646,05/03/2023 12:00:00 AM,,DOT,Heat/Hot Water,Descriptor for Traffic Signal Condition,School,10301,QUEENS,Closed,Resolution for complaint 645
647,05/21/2023 12:00:00 AM,03/21/2023 12:00:00 AM,DOB,Building/Use,Descriptor for Paint/Plaster,Street/Sidewalk,10002,QUEENS,Pending,Resolution for complaint 646
648,08/14/2023 12:00:00 AM,01/03/2023 12:00:00 AM,NYPD,Noise - Residential,Descriptor for Street Light Condition,Commercial Building,10451,BRONX,Open,Resolution for complaint 647
649,02/09/2023 12:00:00 AM,,DOT,Air Quality,Descriptor for Street Light Condition,Street/Sidewalk,10003,STATEN ISLAND,Open,
650,01/01/2024 12:00:00 AM,07/11/2023 12:00:00 AM,DOT,Noise - Residential,Descriptor for Blocked Driveway,Commercial Building,10003,BRONX,Open,Resolution for complaint 649
651,05/27/2023 12:00:00 AM,08/01/2023 12:00:00 AM,FDNY,Water System,Descriptor for Air Quality,Residential Building,10002,MANHATTAN,Closed,
652,05/01/2023 12:00:00 AM,07/11/2023 12:00:00 AM,NYPD,Building/Use,Descriptor for Street Condition,School,10003,BRONX,Pending,Resolution for complaint 651
653,05/20/2023 12:00:00 AM,06/07/2023 12:00:00 AM,DPR,Plumbing,Descriptor for Water System,Park/Playground,11215,QUEENS,Open,Resolution for complaint 652
654,06/21/2023 12:00:00 AM,10/29/2023 12:00:00 AM,DOT,Noise - Residential,Descriptor for Noise - Residential,School,11215,STATEN ISLAND,Open,Resolution for complaint 653
655,06/13/2023 12:00:00 AM,,HPD,Heat/Hot Water,Descriptor for Heat/Hot Water,Residential Building,10451,QUEENS,Open,Resolution for complaint 654
656,10/04/2023 12:00:00 AM,03/05/2023 12:00:00 AM,NYPD,Noise - Residential,Descriptor for Water System,Street/Sidewalk,10003,MANHATTAN,Open,Resolution for complaint 655
657,02/11/2023 12:00:00 AM,10/17/2023 12:00:00 AM,HPD,Street Light Condition,Descriptor for Traffic Signal Condition,Commercial Building,10002,BROOKLYN,Open,Resolution for complaint 656
658,03/12/2023 12:00:00 AM,,DPR,Water System,Descriptor for Street Light Condition,Street/Sidewalk,10451,MANHATTAN,Pending,Resolution for complaint 657
659,03/19/2023 12:00:00 AM,05/11/2023 12:00:00 AM,NYPD,Heat/Hot Water,Descriptor for Building/Use,Street/Sidewalk,11201,MANHATTAN,In Progress,Resolution for complaint 658
660,04/29/2023 12:00:00 AM,06/28/2023 12:00:00 AM,DPR,Illegal Parking,Descriptor for Street Light Condition,School,10451,STATEN ISLAND,Open,Resolution for complaint 659
661,07/16/2023 12:00:00 AM,09/08/2023 12:00:00 AM,DSNY,Heat/Hot Water,Descriptor for Illegal Parking,Commercial Building,10003,BROOKLYN,Pending,Resolution for complaint 660
662,12/22/2023 12:00:00 AM,07/08/2023 12:00:00 AM,FDNY,Illegal Parking,Descriptor for Rodent,Park/Playground,10301,BROOKLYN,In Progress,Resolution for complaint 661
663,03/20/2023 12:00:00 AM,11/30/2023 12:00:00 AM,HPD,Street Condition,Descriptor for Street Light Condition,Residential Building,10001,BROOKLYN,Open,Resolution for complaint 662
664,12/28/2023 12:00:00 AM,08/06/2023 12:00:00 AM,DPR,Street Condition,Descriptor for Building/Use,Park/Playground,11201,MANHATTAN,In Progress,Resolution for complaint 663
665,04/20/2023 12:00:00 AM,05/05/2023 12:00:00 AM,DSNY,Street Condition,Descriptor for Graffiti,Park/Playground,10451,BRONX,Open,Resolution for complaint 664
666,02/02/2023 12:00:00 AM,07/05/2023 12:00:00 AM,HPD,Sanitation Condition,Descriptor for Water System,Street/Sidewalk,11215,QUEENS,Pending,Resolution for complaint 665
667,08/01/2023 12:00:00 AM,12/13/2023 12:00:00 AM,DOT,Paint/Plaster,Descriptor for Paint/Plaster,School,10301,BRONX,In Progress,Resolution for complaint 666
668,07/28/2023 12:00:00 AM,,DEP,Traffic Signal Condition,Descriptor for Air Quality,Commercial Building,11201,BROOKLYN,Closed,Resolution for complaint 667
669,06/19/2023 12:00:00 AM,03/17/2023 12:00:00 AM,FDNY,Water System,Descriptor for Graffiti,School,10003,MANHATTAN,Open,Resolution for complaint 668
670,10/05/2023 12:00:00 AM,,DPR,Blocked Driveway,Descriptor for Street Condition,Commercial Building,10003,BRONX,Closed,Resolution for complaint 669
671,08/27/2023 12:00:00 AM,12/15/2023 12:00:00 AM,HPD,Noise - Residential,Descriptor for Water System,Park/Playground,11201,BRONX,In Progress,Resolution for complaint 670
672,08/01/2023 12:00:00 AM,,DSNY,Sanitation Condition,Descriptor for Illegal Parking,Park/Playground,10003,BRONX,Pending,Resolution for complaint 671
673,02/01/2023 12:00:00 AM,,FDNY,Paint/Plaster,Descriptor for Street Light Condition,Park/Playground,10003,BROOKLYN,Open,
674,04/16/2023 12:00:00 AM,12/06/2023 12:00:00 AM,DEP,Air Quality,Descriptor for Heat/Hot Water,Commercial Building,11215,STATEN ISLAND,In Progress,
675,08/04/2023 12:00:00 AM,01/07/2023 12:00:00 AM,NYPD,Blocked Driveway,Descriptor for Rodent,Residential Building,10003,STATEN ISLAND,In Progress,
676,07/19/2023 12:00:00 AM,,DOT,Street Light Condition,Descriptor for Rodent,School,10451,BROOKLYN,Open,
677,10/27/2023 12:00:00 AM,,DSNY,Street Light Condition,Descriptor for Plumbing,School,11201,BRONX,Closed,Resolution for complaint 676
678,12/23/2023 12:00:00 AM,07/16/2023 12:00:00 AM,DOT,Blocked Driveway,Descriptor for Air Quality,Park/Playground,10301,MANHATTAN,In Progress,Resolution for complaint 677
679,01/11/2023 12:00:00 AM,10/28/2023 12:00:00 AM,DEP,Street Light Condition,Descriptor for Water System,Park/Playground,11201,STATEN ISLAND,Open,Resolution for complaint 678
680,10/22/2023 12:00:00 AM,02/11/2023 12:00:00 AM,FDNY,Illegal Parking,Descriptor for Street Condition,School,10451,QUEENS,Pending,Resolution for complaint 679
681,07/14/2023 12:00:00 AM,04/07/2023 12:00:00 AM,NYPD,Traffic Signal Condition,Descriptor for Traffic Signal Condition,Commercial Building,10002,MANHATTAN,Closed,Resolution for complaint 680
682,09/02/2023 12:00:00 AM,03/26/2023 12:00:00 AM,DEP,Street Condition,Descriptor for Water System,Street/Sidewalk,10003,MANHATTAN,Open,Resolution for complaint 681
683,01/04/2023 12:00:00 AM,05/10/2023 12:00:00 AM,DPR,Plumbing,Descriptor for Paint/Plaster,Park/Playground,11372,BROOKLYN,In Progress,Resolution for complaint 682
684,06/30/2023 12:00:00 AM,09/14/2023 12:00:00 AM,FDNY,Air Quality,Descriptor for Rodent,Residential Building,11215,STATEN ISLAND,Pending,
685,06/02/2023 12:00:00 AM,12/04/2023 12:00:00 AM,DSNY,Building/Use,Descriptor for Noise - Residential,Commercial Building,10002,BROOKLYN,Closed,Resolution for complaint 684
686,07/19/2023 12:00:00 AM,10/28/2023 12:00:00 AM,DOB,Sanitation Condition,Descriptor for Noise - Residential,Residential Building,11215,STATEN ISLAND,Closed,Resolution for complaint 685
687,08/03/2023 12:00:00 AM,07/30/2023 12:00:00 AM,DEP,Paint/Plaster,Descriptor for Paint/Plaster,School,11372,BRONX,Open,
688,10/03/2023 12:00:00 AM,02/15/2023 12:00:00 AM,DSNY,Blocked Driveway,Descriptor for Building/Use,Street/Sidewalk,10003,BROOKLYN,Pending,Resolution for complaint 687
689,10/07/2023 12:00:00 AM,,DSNY,Street Light Condition,Descriptor for Street Light Condition,Residential Building,10301,STATEN ISLAND,Pending,Resolution for complaint 688
690,11/05/2023 12:00:00 AM,06/26/2023 12:00:00 AM,FDNY,Heat/Hot Water,Descriptor for Building/Use,Park/Playground,11215,MANHATTAN,Closed,Resolution for complaint 689
691,04/23/2023 12:00:00 AM,05/18/2023 12:00:00 AM,DEP,Paint/Plaster,Descriptor for Building/Use,Residential Building,10301,BROOKLYN,In Progress,
692,09/07/2023 12:00:00 AM,07/23/2023 12:00:00 AM,DOB,Plumbing,Descriptor for Traffic Signal Condition,School,11372,BRONX,Pending,
693,04/23/2023 12:00:00 AM,01/04/2023 12:00:00 AM,FDNY,Air Quality,Descriptor for Blocked Driveway,Residential Building,10001,QUEENS,In Progress,
694,05/20/2023 12:00:00 AM,09/09/2023 12:00:00 AM,NYPD,Air Quality,Descriptor for Sanitation Condition,Park/Playground,11215,STATEN ISLAND,In Progress,Resolution for complaint 693
695,08/12/2023 12:00:00 AM,,NYPD,Heat/Hot Water,Descriptor for Water System,Street/Sidewalk,11215,BROOKLYN,In Progress,Resolution for complaint 694
696,09/06/2023 12:00:00 AM,,DOT,Sanitation Condition,Descriptor for Air Quality,Street/Sidewalk,10301,STATEN ISLAND,Pending,Resolution for complaint 695
697,01/15/2023 12:00:00 AM,09/26/2023 12:00:00 AM,DPR,Rodent,Descriptor for Plumbing,Park/Playground,11215,MANHATTAN,Closed,Resolution for complaint 696
698,07/19/2023 12:00:00 AM,05/28/2023 12:00:00 AM,DSNY,Air Quality,Descriptor for Illegal Parking,Residential Building,10002,BROOKLYN,In Progress,Resolution for complaint 697
699,06/22/2023 12:00:00 AM,03/29/2023 12:00:00 AM,DEP,Air Quality,Descriptor for Plumbing,Street/Sidewalk,10301,MANHATTAN,Open,Resolution for complaint 698
700,12/09/2023 12:00:00 AM,,HPD,Traffic Signal Condition,Descriptor for Plumbing,Park/Playground,10451,QUEENS,In Progress,Resolution for complaint 699
